id,uuid,location,resolution,producer,operating_system,ip
375,vTwDGmkXc,Berlin,"Full HD",Sencor,Android,181.183.59.174
376,Y36f4D,Warsaw,"Full HD",LG,Linux,249.132.87.52
377,E3ZXYm1kcM,Amsterdam,4K,LG,Linux,147.47.45.196
378,xIQ3dofqm,Warsaw,"Full HD",Samsung,Android,248.14.8.120
379,vJyDezTlWG,Amsterdam,"Full HD",LG,Android,181.247.152.211
380,h9nkIHLG5a,Berlin,4K,Sencor,Android,56.84.191.11
381,Do2RNL,Warsaw,4K,LG,Linux,17.164.191.42
382,jEs9HtrL,Warsaw,4K,Sencor,Linux,108.159.175.201
383,y3iCUHd,Amsterdam,"Full HD",LG,Android,115.252.155.197
384,MPpeTfXgyz,Berlin,4K,Philips,Ubuntu,30.142.235.228
385,59mOo6jDNV,Paris,"Full HD",Philips,Ubuntu,23.41.213.177
386,d6gJL,Berlin,"Full HD",LG,Linux,102.13.176.226
387,4MTe3RvuH,Paris,"Full HD",Samsung,Android,245.80.114.224
388,od8hB5m,Amsterdam,"Full HD",Samsung,Ubuntu,43.163.250.9
389,HgTuM8KfB,Berlin,"Full HD",Philips,Linux,73.47.140.112
390,RAkuHE5IM8,Paris,"Full HD",LG,Linux,26.119.226.175
391,tjbx3CagJp,Warsaw,4K,Sencor,Ubuntu,172.141.93.160
392,CjguFd,Berlin,"Full HD",Philips,Android,37.89.230.81
393,wjy7ZV,Amsterdam,4K,Samsung,Android,14.105.242.216
394,AjCGV,Amsterdam,"Full HD",Samsung,Android,19.183.28.9
395,BPSg5F0O,Paris,4K,Sencor,Android,214.237.18.148
396,VAksc4GX1,Berlin,4K,Samsung,Linux,55.102.232.39
397,Gvh0P,Paris,4K,Philips,Linux,195.31.167.89
398,pCXQL1Sok,Warsaw,"Full HD",Sencor,Android,146.237.16.177
399,rGEjaCm7w,Berlin,4K,Sencor,Ubuntu,19.17.37.209
400,HVU1aN,Berlin,4K,Philips,Ubuntu,179.142.229.159
401,g7QiX0,Amsterdam,4K,Sencor,Android,78.1.181.115
402,N8jL2EdDeB,Berlin,4K,Samsung,Android,91.144.150.32
403,yfvx3E82B,Warsaw,4K,Philips,Android,37.226.189.66
404,VRiy7KIhC,Berlin,"Full HD",Sencor,Android,183.60.251.244
405,4jQU23,Berlin,"Full HD",Sencor,Ubuntu,174.208.50.237
406,yIRVE,Warsaw,"Full HD",Sencor,Linux,99.89.110.138
407,SbvA8ytX4,Amsterdam,"Full HD",Philips,Ubuntu,140.39.1.56
408,WOsYJPS,Berlin,4K,Samsung,Android,93.36.85.220
409,Va5BsAnoXW,Berlin,4K,Samsung,Android,219.71.214.18
410,aVZ6IE1i,Amsterdam,4K,Philips,Ubuntu,10.215.20.79
411,N6MfLFG,Berlin,"Full HD",Samsung,Android,160.233.68.157
412,c7jbH,Paris,4K,Samsung,Android,15.95.137.237
413,XbMwiNP,Amsterdam,4K,Philips,Ubuntu,178.161.197.51
414,QTp9Sm1q,Berlin,4K,Samsung,Ubuntu,213.37.98.34
415,htUIB0iW,Paris,4K,LG,Linux,147.3.253.146
416,D03pCWjYu,Berlin,"Full HD",Sencor,Android,108.237.246.235
417,JG8y7p,Paris,"Full HD",LG,Ubuntu,56.116.166.205
418,VMNEr,Paris,4K,Sencor,Android,170.230.65.226
419,4S7KpYb,Berlin,4K,LG,Ubuntu,107.65.170.170
420,q8IX5eokJK,Amsterdam,"Full HD",LG,Linux,149.8.153.159
421,HiXCWY,Paris,4K,Samsung,Linux,83.53.130.130
422,oOW7rif,Paris,"Full HD",Sencor,Linux,65.112.137.176
423,IfslNpuF,Berlin,4K,Philips,Android,255.240.87.250
424,UjOIv9zS,Berlin,"Full HD",LG,Linux,121.234.88.251
425,qAkgcdu,Amsterdam,"Full HD",Philips,Android,169.45.139.124
426,VqpmnB,Berlin,4K,LG,Ubuntu,156.151.123.53
427,yTDYjwvk2l,Amsterdam,4K,Sencor,Ubuntu,169.40.240.65
428,CfsizeMBrD,Paris,"Full HD",Sencor,Android,210.205.29.179
429,62QMr,Paris,"Full HD",Philips,Linux,185.172.143.159
430,EDor5h,Berlin,"Full HD",Samsung,Linux,3.121.82.21
431,KTaCg6x,Warsaw,"Full HD",Samsung,Android,181.115.167.63
432,3dvoqJBSc9,Paris,"Full HD",Sencor,Ubuntu,27.179.89.47
433,B4SxM,Warsaw,"Full HD",Philips,Android,115.205.127.30
434,6W8a1mjx3,Amsterdam,"Full HD",Samsung,Ubuntu,121.254.118.58
435,V3FXIonlD,Amsterdam,"Full HD",Samsung,Android,8.223.62.187
436,weUjP4,Amsterdam,4K,Sencor,Linux,213.245.137.198
437,Ls0vT1U,Paris,"Full HD",Samsung,Android,0.159.92.177
438,o0wXa,Amsterdam,"Full HD",Samsung,Ubuntu,43.212.45.69
439,orMSQtm0,Berlin,"Full HD",LG,Android,119.135.219.8
440,RKpwNsA4Ug,Berlin,"Full HD",LG,Android,83.201.253.132
441,IwV2Yu9P,Berlin,"Full HD",Philips,Linux,107.119.53.74
442,6AHxPYpr,Amsterdam,4K,Philips,Ubuntu,142.132.155.62
443,wOalRks,Warsaw,4K,Samsung,Linux,29.38.63.254
444,0vND3uReW,Berlin,"Full HD",Samsung,Ubuntu,252.82.37.224
445,s2ZqiYf,Warsaw,"Full HD",Sencor,Ubuntu,144.127.176.2
446,3m6iAM,Paris,"Full HD",Samsung,Linux,45.209.3.75
447,36eoj5,Paris,4K,Philips,Linux,25.41.3.135
448,KgPQOU,Paris,4K,Philips,Android,206.2.192.242
449,kLn4t6B,Amsterdam,"Full HD",Philips,Ubuntu,187.224.207.49
450,hU0YI7,Paris,"Full HD",LG,Ubuntu,10.235.15.55
451,jVJAt9fsh,Amsterdam,4K,Samsung,Ubuntu,246.227.110.66
452,b0zqRWTC,Berlin,"Full HD",Sencor,Android,8.0.63.106
453,OKiMIrH,Amsterdam,4K,LG,Ubuntu,116.110.81.97
454,xnOK6R,Warsaw,4K,Samsung,Android,58.224.42.211
455,I7U9JPpd,Paris,4K,Samsung,Android,136.130.9.226
456,Qwa1YBlDo,Paris,4K,Samsung,Android,48.151.155.84
457,sSUxDO53,Berlin,4K,Philips,Ubuntu,8.30.138.129
458,opITO,Amsterdam,"Full HD",Philips,Linux,101.169.122.193
459,DkR2Mm90T,Paris,4K,Sencor,Linux,122.0.161.20
460,wimN0,Berlin,"Full HD",Samsung,Android,139.237.83.76
461,aBL0O,Berlin,4K,Philips,Ubuntu,102.211.131.94
462,YEptZ,Berlin,4K,Sencor,Android,238.219.97.125
463,nIz40cRQ,Warsaw,"Full HD",LG,Android,250.157.11.221
464,9edxMWHq,Warsaw,4K,LG,Android,158.183.218.64
465,Op4NhTqQ,Paris,4K,Samsung,Linux,4.45.83.48
466,Lt2kWA,Amsterdam,"Full HD",Samsung,Linux,60.187.113.97
467,vbGnMalZc,Amsterdam,"Full HD",LG,Linux,138.243.191.151
468,FHurWI,Warsaw,"Full HD",Philips,Ubuntu,71.205.171.210
469,BMU90itHkL,Warsaw,4K,LG,Android,121.0.81.60
470,AtafoeG,Warsaw,"Full HD",LG,Android,123.179.107.129
471,C9gEcyD,Paris,4K,LG,Linux,152.190.152.197
472,CBc0o7JAh,Berlin,"Full HD",LG,Linux,59.81.68.200
473,Aex4fEVn,Berlin,4K,Philips,Linux,178.194.245.155
474,kWcGtB,Berlin,4K,LG,Android,113.23.15.73
475,NmnF4ry7TO,Amsterdam,4K,Philips,Android,7.64.8.67
476,k8GpsWXi,Paris,"Full HD",Philips,Ubuntu,144.135.252.222
477,bi59g3PrQ,Paris,"Full HD",Sencor,Linux,101.135.182.182
478,G9U7fT,Paris,"Full HD",Sencor,Ubuntu,122.44.153.143
479,kw8e3,Paris,4K,Sencor,Linux,164.220.20.149
480,qbiL4f,Paris,"Full HD",Samsung,Linux,247.236.165.112
481,aEDmuk6,Berlin,"Full HD",Philips,Linux,76.13.66.131
482,ONDe2p7,Berlin,4K,LG,Android,47.107.18.248
483,nFYRTHPJs,Amsterdam,4K,LG,Android,178.249.69.255
484,1qzfO,Amsterdam,"Full HD",Philips,Ubuntu,12.152.52.169
485,dqSYyhzZ0,Amsterdam,"Full HD",Philips,Android,118.56.251.105
486,4icpK2D,Paris,"Full HD",Philips,Ubuntu,182.84.206.220
487,1JRPa,Warsaw,4K,Samsung,Ubuntu,176.4.83.61
488,8XO7jAdW9i,Paris,4K,Sencor,Ubuntu,140.201.95.145
489,GM2Xf7,Paris,"Full HD",LG,Ubuntu,106.50.206.95
490,qQBoYPN,Paris,"Full HD",Samsung,Ubuntu,71.96.185.99
491,l8QDpNw0g,Berlin,"Full HD",LG,Android,69.52.60.29
492,ef4lNEpwI,Warsaw,4K,Philips,Android,172.249.117.82
493,LYd4A2pxOe,Warsaw,4K,Philips,Ubuntu,238.67.138.230
494,siCdAKugn,Berlin,"Full HD",Samsung,Android,13.84.133.64
495,EKwzBoPYQ,Paris,"Full HD",Sencor,Android,5.139.158.96
496,YA7xX8,Paris,"Full HD",LG,Android,20.85.203.2
497,gl24eos89,Warsaw,"Full HD",Philips,Linux,160.21.251.100
498,XWy1ksd,Paris,4K,Samsung,Linux,139.246.18.66
499,NdEYzjBP,Amsterdam,"Full HD",Sencor,Android,245.103.247.13
500,AjDfb4U,Warsaw,"Full HD",Philips,Android,81.215.211.150
501,hMJtNs,Berlin,"Full HD",Samsung,Android,226.20.227.29
502,0DRTxv2qh,Paris,"Full HD",Sencor,Ubuntu,55.21.168.57
503,ONZKl,Warsaw,4K,LG,Linux,102.103.106.154
504,3OFWDpi,Amsterdam,"Full HD",Samsung,Linux,208.117.247.65
505,qQu7trv8I,Berlin,"Full HD",Samsung,Android,36.57.175.204
506,xPlqD,Warsaw,4K,Sencor,Ubuntu,52.97.15.174
507,yXgxJs,Berlin,"Full HD",Philips,Linux,104.181.185.220
508,9FlwJDtnx,Berlin,"Full HD",Sencor,Android,15.132.66.211
509,ZrWcT2HJi9,Berlin,"Full HD",LG,Android,67.210.146.42
510,EeP3QB9bR,Amsterdam,"Full HD",Samsung,Linux,90.212.66.100
511,hUdet,Warsaw,"Full HD",LG,Linux,44.79.51.31
512,rNlGXmJCAK,Amsterdam,"Full HD",Sencor,Ubuntu,154.172.207.95
513,UpJ9kH8src,Paris,4K,Philips,Android,110.201.43.11
514,3WxnUAu,Paris,4K,Sencor,Ubuntu,98.245.221.233
515,ULIfWV6Xl,Berlin,4K,Sencor,Ubuntu,195.108.172.77
516,xcGdvq,Berlin,4K,Samsung,Linux,208.46.174.192
517,l1pKyLO9,Paris,4K,Samsung,Ubuntu,140.67.211.20
518,lR0CSsB,Amsterdam,4K,Philips,Ubuntu,206.122.231.103
519,4LUrjRz,Berlin,4K,LG,Linux,180.67.199.242
520,Peq0C,Berlin,"Full HD",LG,Ubuntu,132.72.11.220
521,fJzEGvACo,Warsaw,"Full HD",LG,Linux,56.140.87.23
522,soO5D0,Warsaw,"Full HD",Philips,Android,144.215.0.168
523,CsDcUxyYm,Amsterdam,4K,Philips,Android,248.11.28.181
524,CnQZYze,Warsaw,4K,Samsung,Linux,175.150.44.236
525,FmE8cgjCl,Berlin,"Full HD",Sencor,Android,157.164.149.194
526,78mpvM6j,Amsterdam,"Full HD",Sencor,Android,158.160.147.200
527,AiPxTN2uRG,Warsaw,4K,Samsung,Android,175.70.240.65
528,3F64szG9,Berlin,"Full HD",LG,Ubuntu,49.188.27.132
529,zjJvPRp,Paris,"Full HD",LG,Linux,161.170.211.143
530,jbJRec5vEo,Berlin,4K,Samsung,Linux,111.178.93.211
531,b4i0fyM,Warsaw,4K,Philips,Linux,88.199.230.88
532,lGPQMBrvKd,Paris,"Full HD",LG,Ubuntu,11.157.172.52
533,68zr75VbM,Berlin,"Full HD",LG,Linux,167.24.69.131
534,rJjFce9,Berlin,"Full HD",LG,Android,68.99.68.240
535,bwJS9xvpOW,Paris,4K,Samsung,Ubuntu,144.87.113.127
536,KNtiuMco,Berlin,4K,Philips,Ubuntu,219.197.231.150
537,iWth4cYRNA,Paris,"Full HD",Samsung,Ubuntu,231.179.255.41
538,sWNjgv,Amsterdam,4K,Samsung,Linux,184.0.64.29
539,PAS7iuWw1,Paris,"Full HD",LG,Android,84.61.12.72
540,opZfzULeGg,Berlin,"Full HD",Samsung,Ubuntu,154.174.139.73
541,Kesc3ozQnq,Berlin,"Full HD",Philips,Linux,109.214.38.69
542,ISx8tZPi1C,Amsterdam,"Full HD",Sencor,Ubuntu,19.3.67.204
543,31konuhgUM,Warsaw,4K,LG,Linux,41.70.25.47
544,gkdIfXn6pL,Paris,4K,Philips,Android,145.209.53.176
545,sENUdeOGPl,Paris,"Full HD",Philips,Linux,107.108.170.40
546,cK15gIn9uN,Amsterdam,4K,LG,Ubuntu,233.22.100.118
547,uMZGaf8,Berlin,"Full HD",LG,Android,18.0.109.9
548,B8It6f9z,Berlin,4K,Sencor,Ubuntu,77.160.150.151
549,km7yaOs8u,Warsaw,"Full HD",Samsung,Linux,156.93.223.63
550,c2817L9uUT,Berlin,"Full HD",Samsung,Ubuntu,184.12.63.96
551,9No0G84,Berlin,4K,LG,Android,137.214.76.207
552,1jEtcWFw8,Amsterdam,"Full HD",LG,Linux,83.141.115.108
553,Ao1UCzh8nF,Amsterdam,4K,Sencor,Android,4.246.152.180
554,wr0KVc1,Warsaw,4K,Samsung,Ubuntu,226.169.201.245
555,3vySHu,Amsterdam,4K,LG,Android,6.54.177.87
556,21pZ7eL,Paris,4K,Philips,Ubuntu,201.182.163.204
557,GMt0JUC,Berlin,4K,Samsung,Ubuntu,176.144.27.132
558,rH3OWu0KC,Amsterdam,"Full HD",Sencor,Android,112.165.152.14
559,BXbJFT,Warsaw,4K,Sencor,Linux,71.231.75.218
560,qavOAT,Berlin,"Full HD",Sencor,Android,50.15.230.159
561,HVfs8r0Y,Warsaw,4K,Sencor,Linux,47.53.245.93
562,GVA3nIe,Paris,4K,Samsung,Android,241.10.122.38
563,C9ywbn,Amsterdam,4K,Sencor,Ubuntu,158.185.81.30
564,lDdAaMSpnQ,Berlin,"Full HD",Samsung,Ubuntu,6.130.84.31
565,ktZobLF,Paris,"Full HD",Samsung,Android,114.168.76.236
566,SQBGgaZoi,Paris,4K,LG,Android,169.164.61.63
567,VLBr7Ihay,Warsaw,4K,Sencor,Linux,103.180.154.181
568,tQaL6WJru,Warsaw,"Full HD",Samsung,Ubuntu,180.212.50.244
569,prnytTgb,Amsterdam,4K,Sencor,Ubuntu,8.85.27.205
570,Zv2MFxdk4,Berlin,"Full HD",Samsung,Android,249.96.146.1
571,NndJXV,Berlin,"Full HD",Sencor,Android,69.112.96.64
572,e17L8d,Berlin,4K,Sencor,Android,199.37.229.238
573,rQB79isG,Amsterdam,"Full HD",Philips,Ubuntu,84.247.215.208
574,q0Rruj,Amsterdam,"Full HD",Philips,Linux,89.234.17.162
575,xrAaqom,Amsterdam,"Full HD",Sencor,Ubuntu,140.55.28.212
576,eLnIJ,Berlin,4K,Sencor,Linux,143.111.60.153
577,5EqVd6e,Amsterdam,"Full HD",Samsung,Ubuntu,121.194.91.144
578,xNUMqg,Paris,4K,Samsung,Android,135.44.146.73
579,wVA8W4L,Berlin,4K,Philips,Android,245.196.72.69
580,GbhTHAcRI,Amsterdam,4K,LG,Android,25.63.197.229
581,vBx2qhOR,Paris,"Full HD",Philips,Linux,60.8.184.123
582,lSpUZHbf,Paris,"Full HD",LG,Ubuntu,58.49.167.77
583,lApGBHj,Warsaw,"Full HD",Sencor,Ubuntu,154.190.207.128
584,wWK3My2x,Paris,4K,LG,Android,100.246.49.46
585,czedtMlUA,Warsaw,"Full HD",LG,Linux,144.253.14.44
586,K8joTrA,Amsterdam,"Full HD",LG,Linux,133.227.123.208
587,NGV6nm,Warsaw,4K,Sencor,Ubuntu,135.140.57.186
588,ncW6mz,Paris,"Full HD",Sencor,Linux,43.130.196.200
589,dxQYNWTZ,Amsterdam,"Full HD",Sencor,Android,193.31.235.73
590,wyT2c8K3rF,Berlin,4K,Sencor,Android,139.166.80.197
591,NJd3Fl0Yj,Amsterdam,"Full HD",Sencor,Android,57.140.244.75
592,0f8X7I,Paris,"Full HD",Sencor,Linux,26.150.127.85
593,k9PIWo7st,Amsterdam,4K,Samsung,Linux,177.164.237.28
594,B81uf,Warsaw,4K,Samsung,Linux,200.52.166.221
595,NC9OH,Amsterdam,"Full HD",Philips,Ubuntu,207.125.86.200
596,tRPN5LwMYm,Warsaw,"Full HD",Philips,Ubuntu,42.213.138.89
597,pKSDXPG,Amsterdam,4K,Philips,Linux,116.73.80.154
598,EyIsUzw8,Paris,"Full HD",LG,Ubuntu,196.187.235.36
599,HXxDyQ9qY4,Berlin,"Full HD",Sencor,Ubuntu,12.74.175.0
600,KprFRMPzua,Warsaw,"Full HD",Sencor,Linux,232.134.77.231
601,QvA7IHcj,Berlin,"Full HD",Philips,Ubuntu,205.106.32.254
602,xG0HTcd8el,Paris,4K,Philips,Android,162.27.197.105
603,K04IQz,Berlin,"Full HD",LG,Linux,188.205.66.167
604,0kv5dJ6c,Berlin,"Full HD",Sencor,Ubuntu,219.240.179.17
605,v4ksQV,Warsaw,"Full HD",Philips,Ubuntu,160.218.96.104
606,cZ8JUaM,Amsterdam,4K,Sencor,Linux,149.239.119.39
607,ea0kc,Paris,"Full HD",Samsung,Ubuntu,154.200.245.38
608,UGXHDPV2,Amsterdam,4K,Samsung,Ubuntu,205.178.15.59
609,Iw1Dmq,Berlin,4K,LG,Android,224.178.247.251
610,OxYv9Ah,Paris,"Full HD",Sencor,Ubuntu,178.89.197.79
611,e2Um4kyQ1,Amsterdam,4K,LG,Linux,10.146.189.190
612,T7AZsdUql,Berlin,"Full HD",Sencor,Linux,103.7.128.145
613,ULCj5N,Berlin,4K,Sencor,Linux,225.227.163.63
614,CWBRj8,Berlin,4K,Philips,Android,175.119.34.194
615,EeZ0mNQc51,Amsterdam,4K,Sencor,Ubuntu,184.202.225.171
616,p2o59HY,Amsterdam,4K,Philips,Android,248.55.193.160
617,PB5crNjEyM,Amsterdam,"Full HD",Sencor,Android,163.150.207.53
618,HVeut,Berlin,"Full HD",Sencor,Linux,221.94.21.250
619,lTv97,Berlin,"Full HD",Sencor,Android,38.117.90.205
620,EdmLA0cDRj,Warsaw,"Full HD",Samsung,Android,99.45.113.214
621,8pE47z,Paris,4K,Sencor,Linux,118.237.26.181
622,EdWjmn,Warsaw,4K,Samsung,Ubuntu,42.232.61.29
623,4bHDUB6T,Berlin,4K,LG,Android,86.246.182.145
624,oyG0dkpC4,Berlin,"Full HD",LG,Ubuntu,21.21.181.127
625,2lO6qX,Paris,4K,Philips,Ubuntu,206.169.159.134
626,djqRux,Berlin,"Full HD",LG,Android,221.4.13.152
627,f2sdw,Berlin,4K,LG,Android,58.69.255.228
628,4B5AQF,Warsaw,"Full HD",Samsung,Ubuntu,216.117.145.24
629,lfkPeNCbJ,Amsterdam,4K,Sencor,Linux,137.231.142.32
630,lAZdrNz,Berlin,4K,Philips,Linux,142.191.55.15
631,72cdTzQw,Warsaw,4K,LG,Android,124.162.255.46
632,TLDuX1,Warsaw,"Full HD",Sencor,Ubuntu,224.95.243.164
633,U9Gl7,Amsterdam,4K,LG,Android,32.109.223.163
634,B0dfmitKHo,Berlin,"Full HD",Sencor,Linux,173.107.6.30
635,V6BNGPDq,Paris,4K,Sencor,Ubuntu,250.81.74.232
636,FjbHmfLn,Paris,4K,Sencor,Linux,48.134.183.240
637,4Ec3rOjMoY,Amsterdam,4K,Philips,Ubuntu,151.183.74.219
638,r0f2Z3l,Warsaw,"Full HD",Sencor,Ubuntu,201.35.38.155
639,MKQTIrN,Paris,4K,Philips,Linux,161.231.229.239
640,uFKOw,Berlin,4K,LG,Android,131.142.17.52
641,aPvi5,Warsaw,"Full HD",Philips,Linux,155.145.6.184
642,AyqsMD,Warsaw,4K,LG,Linux,157.50.18.7
643,92YnPZ7Kuy,Amsterdam,"Full HD",Samsung,Android,239.238.109.109
644,MfUEn,Amsterdam,"Full HD",Samsung,Android,191.80.147.129
645,iWu2NHkstv,Amsterdam,"Full HD",Philips,Linux,228.130.84.211
646,zeR7GOpm,Amsterdam,4K,Philips,Linux,82.249.137.78
647,0cKQSxIGNY,Amsterdam,"Full HD",Sencor,Ubuntu,172.224.232.212
648,rzhM3Z,Berlin,"Full HD",Samsung,Android,113.30.59.129
649,9vy6E8ipI7,Amsterdam,4K,Sencor,Android,218.248.171.98
650,jAm24UnCw,Amsterdam,4K,Sencor,Linux,116.93.178.69
651,7WebNScKJ,Amsterdam,"Full HD",Sencor,Ubuntu,38.71.234.117
652,5spoc,Berlin,"Full HD",Samsung,Ubuntu,172.229.63.139
653,4FNioA,Amsterdam,4K,LG,Ubuntu,162.242.46.53
654,eiNMOJ,Paris,"Full HD",LG,Linux,9.37.114.136
655,7KnWZCp8k,Paris,4K,Samsung,Ubuntu,98.214.4.63
656,G8KkQ9S5,Berlin,"Full HD",Sencor,Ubuntu,111.236.217.16
657,ugbwi,Warsaw,"Full HD",Philips,Linux,217.228.120.114
658,6xCHd,Amsterdam,4K,Samsung,Linux,214.38.211.235
659,qs8Dlx,Berlin,4K,LG,Linux,123.232.163.150
660,chkVs2J,Paris,"Full HD",Philips,Ubuntu,25.62.238.5
661,UbY6Qc,Berlin,4K,Sencor,Android,30.179.18.172
662,NhcZ3o,Warsaw,4K,Philips,Android,242.226.137.244
663,z6tgdKy,Amsterdam,"Full HD",Sencor,Linux,252.65.210.21
664,F2f6bQx8,Berlin,"Full HD",Samsung,Android,231.12.140.138
665,CbFgX64vx,Paris,4K,Samsung,Ubuntu,250.242.102.44
666,aY5ETZPN,Warsaw,4K,Philips,Android,6.115.242.121
667,WqaXPfZT,Amsterdam,"Full HD",Sencor,Ubuntu,104.159.251.164
668,VZik92aMN,Berlin,4K,Sencor,Android,130.2.114.2
669,b2FlTfM,Amsterdam,"Full HD",Sencor,Android,156.254.33.180
670,smxKN,Paris,"Full HD",Philips,Ubuntu,78.232.163.227
671,ksXVq,Amsterdam,4K,LG,Android,207.205.77.182
672,ZWUsJFP,Paris,"Full HD",LG,Android,114.91.143.2
673,MxJWjy7,Berlin,"Full HD",Samsung,Linux,213.90.85.228
674,0grfPT8,Paris,4K,Sencor,Linux,147.121.70.29
675,eqFPvCHuBW,Warsaw,"Full HD",Sencor,Linux,116.245.27.149
676,7qTMDSn0dw,Amsterdam,4K,Samsung,Android,192.204.188.82
677,cuDSvPZx,Paris,"Full HD",Samsung,Linux,196.83.12.55
678,Y0iIPX7tl,Amsterdam,4K,Philips,Android,177.13.186.180
679,t6x0GDqI8,Amsterdam,4K,Philips,Android,65.238.238.52
680,CBgcm,Paris,"Full HD",LG,Linux,195.140.37.153
681,XmRtaHiIj,Paris,"Full HD",Sencor,Ubuntu,18.151.208.78
682,FVYvJINf,Paris,"Full HD",Philips,Ubuntu,249.187.152.62
683,j4tMhNVAX,Warsaw,4K,LG,Linux,163.172.236.212
684,e0KV7hG,Warsaw,"Full HD",LG,Linux,98.14.94.150
685,lkyQ5,Berlin,"Full HD",Samsung,Linux,100.104.238.3
686,Fm8Go,Amsterdam,"Full HD",Philips,Android,93.230.89.146
687,BKmYxF9bv,Berlin,4K,Sencor,Ubuntu,243.69.17.184
688,T53yJ,Berlin,4K,Sencor,Android,131.84.114.25
689,sr2Ze,Paris,4K,Sencor,Android,152.213.14.15
690,SEvLuWht9w,Warsaw,"Full HD",Sencor,Linux,111.82.104.223
691,n4NieBqaO,Warsaw,4K,LG,Ubuntu,45.52.128.233
692,bWJrnfCO,Paris,"Full HD",Samsung,Linux,86.128.5.238
693,2CoXiOf,Amsterdam,"Full HD",LG,Linux,22.124.5.106
694,zcv1glBd7,Warsaw,4K,Sencor,Ubuntu,176.120.76.152
695,DtSKo,Warsaw,"Full HD",Samsung,Linux,54.50.249.49
696,z0sGix,Amsterdam,4K,LG,Linux,183.135.185.101
697,6nG1L7ZAr,Berlin,4K,LG,Linux,253.105.27.211
698,uO3XbToB9,Warsaw,4K,Philips,Ubuntu,67.221.201.144
699,GdywC7s,Paris,4K,Philips,Android,186.254.149.226
700,gTHaeIshw,Amsterdam,4K,Samsung,Linux,142.213.29.81
701,iTVs2Hq,Berlin,4K,Samsung,Android,22.149.108.223
702,XxjmTd6,Berlin,"Full HD",LG,Android,179.250.223.202
703,q1kdlGvZ,Berlin,4K,LG,Android,79.15.31.147
704,mXFN9yA,Warsaw,"Full HD",Sencor,Linux,152.29.134.115
705,Ehm4ufWUSz,Warsaw,"Full HD",Sencor,Ubuntu,89.156.56.153
706,t1UzMmliy,Warsaw,"Full HD",Samsung,Linux,226.59.110.252
707,78beaNks,Berlin,"Full HD",Sencor,Android,99.217.120.155
708,rcQ7b,Amsterdam,4K,Philips,Ubuntu,87.238.21.43
709,LejZkJ,Paris,"Full HD",Philips,Ubuntu,120.76.156.1
710,zliYf6VJ,Berlin,"Full HD",Samsung,Android,11.250.125.228
711,UKPgmjFZL,Amsterdam,"Full HD",Sencor,Android,161.196.185.2
712,F4Pt6bdDZ9,Amsterdam,"Full HD",Philips,Ubuntu,31.65.197.233
713,7MnAjbtsQ1,Berlin,"Full HD",Philips,Android,205.154.4.17
714,wCMjTef,Paris,"Full HD",Samsung,Linux,190.200.249.19
715,wbjIPODFe,Berlin,"Full HD",Philips,Android,33.71.211.10
716,USejORTWns,Amsterdam,4K,Sencor,Linux,41.91.22.192
717,oeq4QXa5O,Paris,"Full HD",LG,Linux,218.9.213.63
718,1ua7LVv2U,Amsterdam,"Full HD",Sencor,Linux,228.62.17.203
719,KsQpwT,Amsterdam,4K,Sencor,Linux,250.198.130.130
720,7DfbIHvQw,Paris,"Full HD",Samsung,Android,253.196.249.79
721,gKWtnleZ2F,Amsterdam,"Full HD",LG,Android,239.148.223.117
722,kYBFH4bg,Paris,"Full HD",LG,Android,145.42.89.107
723,ZqilH4zj,Berlin,4K,Samsung,Ubuntu,232.127.167.120
724,U0vu7QFpfB,Amsterdam,"Full HD",Samsung,Linux,100.162.49.77
725,JodRHy,Berlin,"Full HD",Sencor,Ubuntu,82.194.215.29
726,U4MWy,Warsaw,4K,Samsung,Ubuntu,3.41.200.187
727,ThHNRI,Berlin,4K,LG,Linux,50.48.137.150
728,M6LBlF,Berlin,"Full HD",Sencor,Linux,118.153.49.134
729,AGvYF,Berlin,4K,Sencor,Linux,88.90.234.5
730,rgXHMVFsSb,Warsaw,4K,Sencor,Android,187.139.38.176
731,hcvVjC2I,Berlin,"Full HD",Sencor,Linux,91.238.192.56
732,iwp16CM,Warsaw,4K,Samsung,Android,237.85.4.114
733,x13YkP,Warsaw,4K,Sencor,Linux,232.201.237.124
734,HkenYVsA,Paris,4K,Samsung,Android,32.224.224.230
735,fApn2Q,Warsaw,4K,Philips,Ubuntu,151.229.149.135
736,eAZ5yBXWVI,Paris,4K,Philips,Linux,72.125.78.213
737,GzSesAuDV,Paris,"Full HD",Sencor,Android,88.138.85.26
738,G5a1ZbzDO,Warsaw,4K,LG,Linux,74.54.22.146
739,Ob1QScFd,Berlin,"Full HD",Samsung,Linux,130.153.218.81
740,PyugC3w,Paris,4K,Sencor,Ubuntu,56.184.126.115
741,CAEFh2,Warsaw,4K,LG,Ubuntu,131.7.26.160
742,8qE6g,Paris,"Full HD",Samsung,Android,189.159.139.17
743,uElqgFH7I,Paris,4K,Philips,Ubuntu,91.70.179.165
744,FYgPKhqVw0,Paris,4K,Sencor,Ubuntu,37.228.28.248
745,7xzpH,Paris,"Full HD",Sencor,Linux,47.63.97.226
746,r8iMVR,Amsterdam,"Full HD",LG,Linux,125.97.96.105
747,Wb6FmClP,Amsterdam,"Full HD",Sencor,Ubuntu,48.45.2.93
748,9OwHAy0LRb,Amsterdam,4K,Samsung,Android,66.24.28.137
